word	code	lemm	text_fk	sentence_number	word_Id
хвостiв	ЙЕ	хвіст	5427	15	823931
мiж	ПТ	між	5427	15	823932
стовбурами	ЙЮ	стовбур	5427	15	823933
щезли	ГН	щезнути	5427	15	823934
,			5427	15	823935
а	СС	а	5427	15	823936
день	ЙИ	день	5427	15	823937
стоїть	ГЯ	стояти	5427	15	823938
як	СП	як	5427	15	823939
дзвiн	ЙИ	дзвін	5427	15	823940
,			5427	15	823941
громохкий	АИ	громохкий	5427	15	823942
,			5427	15	823943
величезний	АИ	величезний	5427	15	823944
,			5427	15	823945
дарований	АИ	дарований	5427	15	823946
менi	МД	я	5427	15	823947
:			5427	15	823948
ще	Н0	ще	5427	15	823949
день	ЙИ	день	5427	15	823950
,			5427	15	823951
ще	Н0	ще	5427	15	823952
мить	КИ	мить	5427	15	823953
,			5427	15	823954
ще	Н0	ще	5427	15	823955
подих	ЙИ	подих	5427	15	823956
цi	ОА	цей	5427	15	823957
сосни	КА	сосна	5427	15	823958
срiблянi	АА	срібляний	5427	15	823959
у	ПП	у	5427	15	823960
золотих	АЯ	золотий	5427	15	823961
розводах	ИЯ	розводи	5427	15	823962
,			5427	15	823963
цi	ОА	цей	5427	15	823964
граби	ЙА	граб	5427	15	823965
в	ПП	в	5427	15	823966
светрах	ЙЯ	светр	5427	15	823967
зеленню	КТ	зелень	5427	15	823968
паризькою	АМ	паризький	5427	15	823969
ядуче	Н0	ядуче	5427	15	823970
в	ПВ	в	5427	15	823971
очi	ЛУ	око	5427	15	823972
б'ють	ГЮ	бити	5427	15	823973
,			5427	15	823974
немов	СП	немов	5427	15	823975
шмагають	ГЮ	шмагати	5427	15	823976
рiзкою	КТ	різка	5427	15	823977
,			5427	15	823978
цi	ОА	цей	5427	15	823979
вудлища	ЛА	вудлище	5427	15	823980
лiщин	КЕ	ліщина	5427	15	823981
,			5427	15	823982
тонесенькi	АА	тонесенький	5427	15	823983
,			5427	15	823984
дитиннi	АА	дитинний	5427	15	823985
,			5427	15	823986
цi	ОА	цей	5427	15	823987
проблиски	ЙА	проблиск	5427	15	823988
льодин	КЕ	льодина	5427	15	823989
,			5427	15	823990
немов	СП	немов	5427	15	823991
сережки	КА	сережка	5427	15	823992
синi	АА	синь	5427	15	823993
.			5427	15	823994
.			5427	15	823995
.			5427	15	823996
Чому	Н0	чому	5427	16	823997
болить	ГЯ	боліти	5427	16	823998
душа	КИ	душа	5427	16	823999
?			5427	16	824000
Чому	Н0	чому	5427	17	824001
вона	МЖ	вона	5427	17	824002
боляща	АЖ	болящий	5427	17	824003
?			5427	17	824004
Чому	Н0	чому	5427	18	824005
вона	МЖ	вона	5427	18	824006
тяжка	АЖ	тяжкий	5427	18	824007
?			5427	18	824008
Чому	Н0	чому	5427	19	824009
все	Ь0	все	5427	19	824010
важча	АЖ	важчий	5427	19	824011
й	СС	й	5427	19	824012
важча	АЖ	важчий	5427	19	824013
?			5427	19	824014
Це	Ь0	це	5427	20	824015
притяга	ГЯ	притягати	5427	20	824016
земля	КИ	земля	5427	20	824017
.			5427	20	824018
Це	Ь0	це	5427	21	824019
кличе	ГЯ	кликати	5427	21	824020
все	Ь0	все	5427	21	824021
до	ПР	до	5427	21	824022
себе	МР	себе	5427	21	824023
.			5427	21	824024
Хай	Ь0	хай	5427	22	824025
надi	ПТ	наді	5427	22	824026
мною	МТ	я	5427	22	824027
сонце	ЛИ	сонце	5427	22	824028
синьонебе	АС	синьонебий	5427	22	824029
,			5427	22	824030
та	СС	та	5427	22	824031
кличе	ГЯ	кликати	5427	22	824032
корiнець	ЙИ	корінець	5427	22	824033
,			5427	22	824034
i	СС	і	5427	22	824035
грудка	КИ	грудка	5427	22	824036
,			5427	22	824037
i	СС	і	5427	22	824038
лозина	КИ	лозина	5427	22	824039
,			5427	22	824040
і	СС	і	5427	22	824041
вiтром	ЙТ	вітер	5427	22	824042
кресана	АС	кресаний	5427	22	824043
непрохана	АЖ	непроханий	5427	22	824044
сльозина	КИ	сльозина	5427	22	824045
,			5427	22	824046
це	Ь0	це	5427	22	824047
притяга	ГЯ	притягати	5427	22	824048
земля	КИ	земля	5427	22	824049
щороку	Н0	щороку	5427	22	824050
дужче	Н0	дужче	5427	22	824051
й	СС	й	5427	22	824052
дужче	Н0	дужче	5427	22	824053
,			5427	22	824054
хай	Ь0	хай	5427	22	824055
маю	ГR	мати	5427	22	824056
серце	ЛВ	серце	5427	22	824057
з	ПР	з	5427	22	824058
сонця	ЛР	сонце	5427	22	824059
невмируще	АХ	невмирущий	5427	22	824060
,			5427	22	824061
та	СС	та	5427	22	824062
все	МС	все	5427	22	824063
земне	АС	земний	5427	22	824064
-		-	5427	22	824065
землi	КД	земля	5427	22	824066
.			5427	22	824067
Бо	СП	бо	5427	23	824068
ж	Ь0	ж	5427	23	824069
матiр	КВ	матір	5427	23	824070
має	ГЯ	мати	5427	23	824071
право	ЛВ	право	5427	23	824072
!			5427	23	824073
Мiркую	ГR	міркувати	5427	24	824074
собi	МД	себе	5427	24	824075
так	Н0	так	5427	24	824076
,			5427	24	824077
тривожно	Н0	тривожно	5427	24	824078
,			5427	24	824079
нелукаво	Н0	нелукаво	5427	24	824080
,			5427	24	824081
і	СС	і	5427	24	824082
п'ю	ГR	пити	5427	24	824083
цей	ОВ	цей	5427	24	824084
день	ЙВ	день	5427	24	824085
до	ПР	до	5427	24	824086
дна	ЛР	дно	5427	24	824087
-		-	5427	24	824088
цей	ОВ	цей	5427	24	824089
день	ЙВ	день	5427	24	824090
,			5427	24	824091
цю	ОЛ	цей	5427	24	824092
мить	КВ	мить	5427	24	824093
,			5427	24	824094
це	ОХ	це	5427	24	824095
диво	ЛВ	диво	5427	24	824096
,			5427	24	824097
що	МС	що	5427	24	824098
творить	ГЯ	творити	5427	24	824099
письмена	ИУ	письмена	5427	24	824100
жорстоко	Н0	жорстоко	5427	24	824101
,			5427	24	824102
та	СС	та	5427	24	824103
правдиво	Н0	правдиво	5427	24	824104
.			5427	24	824105
Барвінок	ЙИ	барвінок	5428	1	824106
.			5428	1	824107
Я	МИ	я	5428	2	824108
пам'ятаю	ГR	пам'ятати	5428	2	824109
їх	МУ	вони	5428	2	824110
,			5428	2	824111
барвiнкiв	ЙЕ	барвінок	5428	2	824112
,			5428	2	824113
навеснi	Н0	навесні	5428	2	824114
.			5428	2	824115
Цвiли	ГН	цвісти	5428	3	824116
вони	МА	вони	5428	3	824117
,			5428	3	824118
синющi	АА	синющий	5428	3	824119
,			5428	3	824120
навесні	Н0	навесні	5428	3	824121
,			5428	3	824122
Такi	ОА	такий	5428	3	824123
блакитнi	АА	блакитний	5428	3	824124
,			5428	3	824125
буйнi	АА	буйний	5428	3	824126
,			5428	3	824127
небоокi	АА	небоокий	5428	3	824128
,			5428	3	824129
такi	ОА	такий	5428	3	824130
безжальнi	АА	безжальний	5428	3	824131
i	СС	і	5428	3	824132
такi	ОА	такий	5428	3	824133
жорстокi	АА	жорстокий	5428	3	824134
.			5428	3	824135
Цвiли	ГН	цвісти	5428	4	824136
вони	МА	вони	5428	4	824137
на	ПП	на	5428	4	824138
всiх	ОЯ	ввесь	5428	4	824139
моїх	ОЯ	мій	5428	4	824140
могилах	КЯ	могила	5428	4	824141
,			5428	4	824142
на	ПП	на	5428	4	824143
всiх	ОЯ	весь	5428	4	824144
зелених	АЯ	зелений	5428	4	824145
,			5428	4	824146
з	ПТ	з	5428	4	824147
вiтром	ЙТ	вітер	5428	4	824148
в	ПП	в	5428	4	824149
чубi	ЙП	чуб	5428	4	824150
,			5428	4	824151
схилах	ЙЯ	схил	5428	4	824152
,			5428	4	824153
де	Н0	де	5428	4	824154
все	ОС	весь	5428	4	824155
моє	ОС	мій	5428	4	824156
родинне	АС	родинний	5428	4	824157
вiчне	АС	вічний	5428	4	824158
древо	ЛИ	древо	5428	4	824159
гуло	ГР	гудіти	5428	4	824160
в	ПП	в	5428	4	824161
землi	КП	земля	5428	4	824162
крислато	Н0	крислато	5428	4	824163
,			5428	4	824164
коренево	Н0	коренево	5428	4	824165
.			5428	4	824166
Були	ГН	бути	5428	5	824167
гробки	ЙА	гробок	5428	5	824168
чи	СС	чи	5428	5	824169
проводи	ЙА	провід	5428	5	824170
щорiчнi	АА	щорічний	5428	5	824171
,			5428	5	824172
і	СС	і	5428	5	824173
скатерки	КА	скатерка	5428	5	824174
,			5428	5	824175
немов	СП	немов	5428	5	824176
снiги	ЙА	сніг	5428	5	824177
у	ПП	у	5428	5	824178
сiчнi	ЙП	січень	5428	5	824179
,			5428	5	824180
так	Н0	так	5428	5	824181
спрагло	Н0	спрагло	5428	5	824182
в	ПВ	в	5428	5	824183
небо	ЛВ	небо	5428	5	824184
бились	ГМ	битися	5428	5	824185
голубами	ЙЮ	голуб	5428	5	824186
торкнути	ГФ	торкнути	5428	5	824187
хмару	КВ	хмара	5428	5	824188
,			5428	5	824189
вишиту	АЛ	вишитий	5428	5	824190
губами	КЮ	губа	5428	5	824191
.			5428	5	824192
I	СС	і	5428	6	824193
люди	ИА	люди	5428	6	824194
йшли	ГН	йти	5428	6	824195
до	ПР	до	5428	6	824196
тих	МЕ	ті	5428	6	824197
,			5428	6	824198
що	МС	що	5428	6	824199
вже	Н0	вже	5428	6	824200
лежали	ГН	лежати	5428	6	824201
,			5428	6	824202
що	МС	що	5428	6	824203
сто	ЧУ	сто	5428	6	824204
вiкiв	ЙЕ	вік	5428	6	824205
до	ПР	до	5428	6	824206
нас	МЕ	ми	5428	6	824207
косили	ГН	косити	5428	6	824208
й	СС	й	5428	6	824209
жали	ГН	жати	5428	6	824210
,			5428	6	824211
і	СС	і	5428	6	824212
крашанки	КА	крашанка	5428	6	824213
гарячi	АА	гарячий	5428	6	824214
та	СС	та	5428	6	824215
пекучi	АА	пекучий	5428	6	824216
стрiляли	ГН	стріляти	5428	6	824217
в	ПВ	в	5428	6	824218
небо	ЛВ	небо	5428	6	824219
,			5428	6	824220
наче	СП	наче	5428	6	824221
грiм	ЙИ	грім	5428	6	824222
iз	ПР	із	5428	6	824223
тучi	КР	туча	5428	6	824224
.			5428	6	824225
I	СС	і	5428	7	824226
грались	ГМ	гратися	5428	7	824227
дiти	ИА	діти	5428	7	824228
.			5428	7	824229
Всюди	Н0	всюди	5428	8	824230
грались	ГМ	гратися	5428	8	824231
дiти	ИА	діти	5428	8	824232
.			5428	8	824233
Гасали	ГН	гасати	5428	9	824234
мiж	ПТ	між	5428	9	824235
гробками	ЙЮ	гробок	5428	9	824236
де	Н0	де	5428	9	824237
ж	Ь0	ж	5428	9	824238
їх	МУ	їх	5428	9	824239
дiти	ГФ	діти	5428	9	824240
!			5428	9	824241
I	СС	і	5428	10	824242
мiй	ОИ	мій	5428	10	824243
Максим	ЙИ	Максим	5428	10	824244
перевертався	ГЭ	перевертатися	5428	10	824245
з	ПТ	з	5428	10	824246
ними	МЮ	вони	5428	10	824247
,			5428	10	824248
з	ПТ	з	5428	10	824249
бешкетниками	ЙЮ	бешкетник	5428	10	824250
тими	ОЮ	той	5428	10	824251
замашними	АЮ	замашний	5428	10	824252
.			5428	10	824253
Вiн	МИ	Він	5428	11	824254
з	ПТ	з	5428	11	824255
лiтачком	ЙТ	літачок	5428	11	824256
з	ПТ	з	5428	11	824257
пропелером	ЙТ	пропелер	5428	11	824258
кленовим	АТ	кленовий	5428	11	824259
над	ПТ	над	5428	11	824260
дiдовим	АТ	дідів	5428	11	824261
хрестом	ЙТ	хрест	5428	11	824262
зiперся	ГЭ	зіпертися	5428	11	824263
новим	АТ	новий	5428	11	824264
і	СС	і	5428	11	824265
приладнав	ГЕ	приладнати	5428	11	824266
пропелер	ЙВ	пропелер	5428	11	824267
до	ПР	до	5428	11	824268
хреста	ЙР	хрест	5428	11	824269
,			5428	11	824270
в	ПВ	в	5428	11	824271
щiлину	КВ	щілина	5428	11	824272
вбивши	Гк	вбити	5428	11	824273
фюзеляж	ЙВ	фюзеляж	5428	11	824274
з	ПР	з	5428	11	824275
хвоста	ЙР	хвіст	5428	11	824276
.			5428	11	824277
А	СС	а	5428	12	824278
потiм	Н0	потім	5428	12	824279
знов	Н0	знов	5428	12	824280
,			5428	12	824281
iз	ПТ	із	5428	12	824282
сонцем	ЛТ	сонце	5428	12	824283
вперемiнку	Н0	вперемінку	5428	12	824284
,			5428	12	824285
перевертався	ГЭ	перевертатися	5428	12	824286
в	ПП	в	5428	12	824287
буйному	АП	буйний	5428	12	824288
барвiнку	ЙП	барвінок	5428	12	824289
,			5428	12	824290
густому	АП	густий	5428	12	824291
,			5428	12	824292
синьоокому	АП	синьоокий	5428	12	824293
такому	ОП	такий	5428	12	824294
,			5428	12	824295
немов	СП	немов	5428	12	824296
же	Ь0	же	5428	12	824297
той	МИ	той	5428	12	824298
на	ПП	на	5428	12	824299
небi	ЛП	небо	5428	12	824300
збив	ГЕ	збити	5428	12	824301
оскому	КВ	оскома	5428	12	824302
.			5428	12	824303
Гудiв	ГЕ	гудіти	5428	13	824304
пропелер	ЙИ	пропелер	5428	13	824305
.			5428	13	824306
Нiс	ГЕ	Ніс	5428	14	824307
хреста	ЙР	хрест	5428	14	824308
iз	ПТ	із	5428	14	824309
дiдом	ЙТ	дід	5428	14	824310
і	СС	і	5428	14	824311
скатертину	КВ	скатертина	5428	14	824312
з	ПТ	з	5428	14	824313
паскою	КТ	паска	5428	14	824314
й	СС	й	5428	14	824315
обiдом	ЙТ	обід	5428	14	824316
,			5428	14	824317
гудiв	ГЕ	гудіти	5428	14	824318
кленовий	АИ	кленовий	5428	14	824319
,			5428	14	824320
травнем	ЙТ	травень	5428	14	824321
захлинався	ГЭ	захлинатися	5428	14	824322
,			5428	14	824323
впивався	ГЭ	впиватися	5428	14	824324
вiтром	ЙТ	вітер	5428	14	824325
,			5428	14	824326
сонцем	ЛТ	сонце	5428	14	824327
обтирався	ГЭ	обтиратися	5428	14	824328
.			5428	14	824329
Я	МИ	я	5428	15	824330
дивувався	ГЭ	дивуватися	5428	15	824331
-		-	5428	15	824332
як	Н0	як	5428	15	824333
вiн	МИ	він	5428	15	824334
,			5428	15	824335
дерев'яний	АИ	дерев'яний	5428	15	824336
,			5428	15	824337
пропелер	ЙИ	пропелер	5428	15	824338
гордий	АИ	гордий	5428	15	824339
,			5428	15	824340
в	ПП	в	5428	15	824341
силi	КП	сила	5428	15	824342
полум'яний	АИ	полум'яний	5428	15	824343
,			5428	15	824344
трiщить	ГЯ	тріщати	5428	15	824345
,			5428	15	824346
шалiє	ГЯ	шаліти	5428	15	824347
,			5428	15	824348
не	Ь0	не	5428	15	824349
спиняє	ГЯ	спиняти	5428	15	824350
лету	ЙР	літ	5428	15	824351
й	СС	й	5428	15	824352
несе	ГЯ	нести	5428	15	824353
,			5428	15	824354
малий	АИ	малий	5428	15	824355
,			5428	15	824356
весь	ОВ	весь	5428	15	824357
цвинтар	ЙВ	цвинтар	5428	15	824358
,			5428	15	824359
як	СП	як	5428	15	824360
планету	КВ	планета	5428	15	824361
.			5428	15	824362
А	СС	а	5428	16	824363
дiти	ИА	діти	5428	16	824364
все	Ь0	все	5428	16	824365
гасали	ГН	гасати	5428	16	824366
по	ПП	по	5428	16	824367
барвiнку	ЙП	барвінок	5428	16	824368
,			5428	16	824369
казились	ГМ	казитися	5428	16	824370
,			5428	16	824371
толочили	ГН	толочити	5428	16	824372
без	ПР	без	5428	16	824373
спочинку	ЙР	спочинок	5428	16	824374
.			5428	16	824375
А	СС	а	5428	17	824376
що	Ь0	що	5428	17	824377
барвiнок	ЙИ	барвінок	5428	17	824378
?			5428	17	824379
Чи	Ь0	чи	5428	18	824380
вiн	МИ	він	5428	18	824381
мав	ГЕ	мати	5428	18	824382
казати	ГФ	казати	5428	18	824383
,			5428	18	824384
що	СП	що	5428	18	824385
й	СС	й	5428	18	824386
вiн	МИ	він	5428	18	824387
колись	Н0	колись	5428	18	824388
по	ПП	по	5428	18	824389
них	МЯ	вони	5428	18	824390
гайне	ГЯ	гайнути	5428	18	824391
гасати	ГФ	гасати	5428	18	824392
?			5428	18	824393
!			5428	18	824394
Хустина	КИ	хустина	5429	1	824395
Марії	кР	Марія	5429	1	824396
Заньковецької	кР	Заньковецька	5429	1	824397
,			5429	1	824398
подарована	АЖ	подарований	5429	1	824399
Льву	йД	Лев	5429	1	824400
Толстому	йД	Толстой	5429	1	824401
.			5429	1	824402
А	СС	а	5429	2	824403
що	МС	що	5429	2	824404
на	ПП	на	5429	2	824405
нiй	МН	вона	5429	2	824406
пропечатано	@0	пропечатано	5429	2	824407
,			5429	2	824408
записано	@0	записано	5429	2	824409
що	МС	що	5429	2	824410
на	ПП	на	5429	2	824411
хустинi	КП	хустина	5429	2	824412
?			5429	2	824413
А	СС	а	5429	3	824414
якi	МА	які	5429	3	824415
на	ПП	на	5429	3	824416
нiй	МН	вона	5429	3	824417
береги	ЙА	берег	5429	3	824418
були	ГН	бути	5429	3	824419
терновi	АА	терновий	5429	3	824420
чи	СС	чи	5429	3	824421
буйно-синi	АА	буйно-синій	5429	3	824422
?			5429	3	824423
А	СС	а	5429	4	824424
може	Ь0	може	5429	4	824425
,			5429	4	824426
була	ГЙ	бути	5429	4	824427
прачорна	АЖ	прачорний	5429	4	824428
,			5429	4	824429
вогненними	АЮ	вогненний	5429	4	824430
маками	ЙЮ	мак	5429	4	824431
палена	АЖ	палений	5429	4	824432
,			5429	4	824433
шовковиста	АЖ	шовковистий	5429	4	824434
,			5429	4	824435
вiдзiгорна	АЖ	відзігорний	5429	4	824436
,			5429	4	824437
торочкою	КТ	торочка	5429	4	824438
слiз	КЕ	сльоза	5429	4	824439
ужалена	АЖ	ужалений	5429	4	824440
?			5429	4	824441
!			5429	4	824442
А	СС	а	5429	5	824443
як	Н0	як	5429	5	824444
вона	МЖ	вона	5429	5	824445
запиналась	ГИ	запинатися	5429	5	824446
,			5429	5	824447
Марiя	кИ	Марія	5429	5	824448
,			5429	5	824449
хустиною	КТ	хустина	5429	5	824450
тою	ОМ	той	5429	5	824451
?			5429	5	824452
Тримай-но	Г5	тримати-но	5429	6	824453
люстерко	ЛВ	люстерко	5429	6	824454
,			5429	6	824455
iсторiє	КК	історія	5429	6	824456
,			5429	6	824457
а	СС	а	5429	6	824458
я	МИ	я	5429	6	824459
задивлюсь	ГV	задивитися	5429	6	824460
,			5429	6	824461
постою	ГR	постояти	5429	6	824462
,			5429	6	824463
рiвненько	Н0	рівненько	5429	6	824464
тримай	Г5	тримати	5429	6	824465
,			5429	6	824466
не	Ь0	не	5429	6	824467
оглядайся	ГІ	оглядатися	5429	6	824468
,			5429	6	824469
нема	Ґ0	нема	5429	6	824470
нi	СС	ні	5429	6	824471
попереду	Н0	попереду	5429	6	824472
,			5429	6	824473
нi	СС	ні	5429	6	824474
позаду	ПР	позаду	5429	6	824475
артисток	КЕ	артистка	5429	6	824476
таких	ОЕ	такий	5429	6	824477
тернооких	АЕ	терноокий	5429	6	824478
і	СС	і	5429	6	824479
менi	МД	я	5429	6	824480
,			5429	6	824481
i	СС	і	5429	6	824482
тобi	МД	ти	5429	6	824483
на	ПВ	на	5429	6	824484
досаду	КВ	досада	5429	6	824485
!			5429	6	824486
Як	Ь0	Як	5429	7	824487
грала	ГЙ	грати	5429	7	824488
Марiя	кИ	Марія	5429	7	824489
Олену	кВ	Олена	5429	7	824490
В	ПП	в	5429	7	824491
"			5429	7	824492
Глитаєвi	лП	Глитаєво	5429	7	824493
,			5429	7	824494
або	СС	або	5429	7	824495
ж	Ь0	ж	5429	7	824496
Павуковi	лП	Павуково	5429	7	824497
"			5429	7	824498
,			5429	7	824499
божевiльну	АЛ	божевільний	5429	7	824500
хустину	КВ	хустина	5429	7	824501
зривала	ГЙ	зривати	5429	7	824502
,			5429	7	824503
так	Н0	так	5429	7	824504
руки	КА	рука	5429	7	824505
не	Ь0	не	5429	7	824506
рвуть	ГЮ	рвати	5429	7	824507
у	ПП	у	5429	7	824508
заковi	ЙП	заков	5429	7	824509
,			5429	7	824510
як	Ь0	як	5429	7	824511
вона	МЖ	вона	5429	7	824512
її	МЛ	вона	5429	7	824513
люто	Н0	люто	5429	7	824514
кидала	ГЙ	кидати	5429	7	824515
,			5429	7	824516
проливши	Гк	пролити	5429	7	824517
коси	КУ	коса	5429	7	824518
безголов'я	ЛР	безголов'я	5429	7	824519
на	ПВ	на	5429	7	824520
дивне	АХ	дивний	5429	7	824521
своє	ОХ	свій	5429	7	824522
бiлогруддя	ЛВ	білогруддя	5429	7	824523
,			5429	7	824524
на	ПВ	на	5429	7	824525
дике	АХ	дикий	5429	7	824526
своє	ОХ	свій	5429	7	824527
чорнобров'я	ЛВ	чорнобров'я	5429	7	824528
!			5429	7	824529
Шпурляє	ГЯ	шпурляти	5429	8	824530
жiноцтво	ЛИ	жіноцтво	5429	8	824531
так	Н0	так	5429	8	824532
долу	Н0	долу	5429	8	824533
свою	ОЛ	свій	5429	8	824534
стужавiлу	АЛ	стужавілий	5429	8	824535
розпуку	КВ	розпука	5429	8	824536
,			5429	8	824537
притоптує	ГЯ	притоптувати	5429	8	824538
з	ПТ	з	5429	8	824539
притиском-витиском	ЙТ	притиск-витиск	5429	8	824540
свою	ОЛ	свій	5429	8	824541
наболiлу	АЛ	наболілий	5429	8	824542
муку	КВ	мука	5429	8	824543
,			5429	8	824544
а	СС	а	5429	8	824545
потiм	Н0	потім	5429	8	824546
хустину	КВ	хустина	5429	8	824547
руками	КЮ	рука	5429	8	824548
на	ПВ	на	5429	8	824549
два	ЧУ	два	5429	8	824550
кiнцi	ЙУ	кінець	5429	8	824551
свiту	ЙР	світ	5429	8	824552
розводить	ГЯ	розводити	5429	8	824553
терновим	АЦ	терновий	5429	8	824554
отим	ОЦ	отой	5429	8	824555
чорнокриллям	ЛТ	чорнокрилля	5429	8	824556
із	ПР	із	5429	8	824557
розуму	ЙР	розум	5429	8	824558
в	ПВ	в	5429	8	824559
безум	ЙВ	безум	5429	8	824560
заводить	ГЯ	заводити	5429	8	824561
!			5429	8	824562
-		-	5429	9	824563
А	СС	а	5429	9	824564
Толстой	йИ	Толстой	5429	9	824565
сидiв	ГЕ	сидіти	5429	9	824566
у	ПП	у	5429	9	824567
театрi	ЙП	театр	5429	9	824568
,			5429	9	824569
згадає	ГЯ	згадати	5429	9	824570
Марiя	кИ	Марія	5429	9	824571
по	ПП	по	5429	9	824572
тому	МП	те	5429	9	824573
,			5429	9	824574
і	СС	і	5429	9	824575
нещасна	АЖ	нещасний	5429	9	824576
моя	ОЖ	мій	5429	9	824577
хустина	КИ	хустина	5429	9	824578
сподобалась	ГИ	сподобатися	5429	9	824579
страх	Н0	страх	5429	9	824580
Толстому	йД	Толстой	5429	9	824581
.			5429	9	824582
Вiн	МИ	Він	5429	10	824583
очi	ЛУ	око	5429	10	824584
пiдняв	ГЕ	підняти	5429	10	824585
на	ПВ	на	5429	10	824586
мене	МВ	я	5429	10	824587
,			5429	10	824588
як	СП	як	5429	10	824589
двi	ЧУ	дві	5429	10	824590
великоднi	АУ	великодній	5429	10	824591
свiчки	КУ	свічка	5429	10	824592
,			5429	10	824593
нищiвнi	АУ	нищівний	5429	10	824594
свої	ОУ	свій	5429	10	824595
,			5429	10	824596
пронизливi	АУ	пронизливий	5429	10	824597
,			5429	10	824598
учепистi	АА	учепистий	5429	10	824599
чоловiчки	ЙА	чоловічок	5429	10	824600
.			5429	10	824601
-		-	5429	11	824602
Бiжи	Г5	бігти	5429	11	824603
,			5429	11	824604
-		-	5429	11	824605
вiн	МИ	він	5429	11	824606
казав	ГЕ	казати	5429	11	824607
до	ПР	до	5429	11	824608
сина	ЙР	син	5429	11	824609
,			5429	11	824610
і	СС	і	5429	11	824611
моли	Г5	мол	5429	11	824612
ради	ПР	ради	5429	11	824613
всього	ОЧ	весь	5429	11	824614
святого	ЛР	святе	5429	11	824615
,			5429	11	824616
попроси	Г5	попросити	5429	11	824617
ту	ОЛ	той	5429	11	824618
сльозу-хустину	КВ	сльоза-хустина	5429	11	824619
,			5429	11	824620
скажи	Г5	сказати	5429	11	824621
,			5429	11	824622
мовляв	ЬВ	мовляв	5429	11	824623
,			5429	11	824624
для	ПР	для	5429	11	824625
Толстого	йР	Толстой	5429	11	824626
.			5429	11	824627
.			5429	11	824628
.			5429	11	824629
I	СС	і	5429	12	824630
вже	Н0	вже	5429	12	824631
та	ОЖ	той	5429	12	824632
сльоза-хустина	КИ	сльоза-хустина	5429	12	824633
лягла	ГЙ	лягти	5429	12	824634
на	ПВ	на	5429	12	824635
колiна	ЛУ	коліно	5429	12	824636
Толстого	йР	Толстой	5429	12	824637
,			5429	12	824638
і	СС	і	5429	12	824639
вiн	МИ	він	5429	12	824640
окропив	ГЕ	окропити	5429	12	824641
її	МЛ	вона	5429	12	824642
слiзьми	КЮ	сльоза	5429	12	824643
ради	ПР	ради	5429	12	824644
всього	МР	все	5429	12	824645
на	ПП	на	5429	12	824646
свiтi	ЙП	світ	5429	12	824647
святого	АЧ	святий	5429	12	824648
.			5429	12	824649
А	СС	а	5429	13	824650
згодом	Н0	згодом	5429	13	824651
Марiя	кИ	Марія	5429	13	824652
свiтилась	ГИ	світитися	5429	13	824653
у	ПП	у	5429	13	824654
святая	АЖ	святая	5429	13	824655
святих	АЕ	святий	5429	13	824656
-		-	5429	13	824657
кабiнетi	ЙП	кабінет	5429	13	824658
,			5429	13	824659
вiн	МИ	він	5429	13	824660
лаяв	ГЕ	лаяти	5429	13	824661
цензурнi	АУ	цензурний	5429	13	824662
викреслення	ЛУ	викреслення	5429	13	824663
про	ПВ	про	5429	13	824664
себе	МВ	себе	5429	13	824665
в	ПП	в	5429	13	824666
паризькiй	АН	паризький	5429	13	824667
газетi	КП	газета	5429	13	824668
,			5429	13	824669
дивився	ГЭ	дивитися	5429	13	824670
так	Н0	так	5429	13	824671
буйнобородо	Н0	буйнобородо	5429	13	824672
іронiчним	АТ	іронічний	5429	13	824673
,			5429	13	824674
могутнiм	АТ	могутній	5429	13	824675
левом	ЙТ	Лев	5429	13	824676
:			5429	13	824677
-		-	5429	13	824678
А	СС	а	5429	13	824679
Чехов	йИ	Чехов	5429	13	824680
вас	МУ	ви	5429	13	824681
тiльки	Н0	тільки	5429	13	824682
й	Ь0	й	5429	13	824683
кличе	ГЯ	кликати	5429	13	824684
:			5429	13	824685
"			5429	13	824686
Хохлацька	АЖ	хохлацький	5429	13	824687
моя	ОЖ	мій	5429	13	824688
королево	КК	королева	5429	13	824689
!			5429	13	824690
"			5429	14	824691
Та	СС	Та	5429	14	824692
з	ПТ	з	5429	14	824693
ним	МТ	він	5429	14	824694
я	МИ	я	5429	14	824695
в	ПП	в	5429	14	824696
одному	ЧП	один	5429	14	824697
не	Ь0	не	5429	14	824698
згоден	АИ	згодний	5429	14	824699
не	Ь0	не	5429	14	824700
йдiть	ГШ	йти	5429	14	824701
до	ПР	до	5429	14	824702
Александрiнки	кР	Александрінка	5429	14	824703
.			5429	14	824704
Платня	КИ	платня	5429	15	824705
там	Н0	там	5429	15	824706
,			5429	15	824707
ще	Н0	ще	5429	15	824708
й	СС	й	5429	15	824709
привiлеї	ЙА	привілей	5429	15	824710
:			5429	15	824711
премного	Н0	премного	5429	15	824712
всiлякої	АЗ	всілякий	5429	15	824713
пiнки	КР	пінка	5429	15	824714
,			5429	15	824715
та	СС	та	5429	15	824716
ваше	ОС	ваш	5429	15	824717
правдиве	АС	правдивий	5429	15	824718
покликання	ЛИ	покликання	5429	15	824719
ця	ОЖ	цей	5429	15	824720
мокра	АЖ	мокрий	5429	15	824721
вiд	ПР	від	5429	15	824722
слiз	КЕ	сльоза	5429	15	824723
хустина	КИ	хустина	5429	15	824724
.			5429	15	824725
Доля	КИ	доля	5429	16	824726
народу	ЙР	народ	5429	16	824727
