,word,code,lemm,text_fk,sentence_number,word_Id
13682,них,МЯ,вони,5424,7,822760
13683,на,ПП,на,5424,7,822761
13684,хатi,КП,хата,5424,7,822762
13685,",",,,5424,7,822763
13686,мiй,ОИ,мій,5424,7,822764
13687,Лель-клекотун,йИ,Лель-клекотун,5424,7,822765
13688,",",,,5424,7,822766
13689,бо,СП,бо,5424,7,822767
13690,ж,Ь0,ж,5424,7,822768
13691,менi,МД,я,5424,7,822769
13692,та,ОЖ,та,5424,7,822770
13693,струна,КИ,струна,5424,7,822771
13694,недалека,АЖ,недалекий,5424,7,822772
13695,найрiднiша,АЖ,найрідніший,5424,7,822773
13696,з,ПР,з,5424,7,822774
13697,мiльйона,ЙР,мільйон,5424,7,822775
13698,струн,КЕ,струна,5424,7,822776
13699,!,,,5424,7,822777
13700,Усi,ОА,Усі,5424,8,822778
13701,броди,ЙА,брід,5424,8,822779
13702,",",,,5424,8,822780
13703,усi,ОА,увесь,5424,8,822781
13704,переброди,ЙА,перебрід,5424,8,822782
13705,за,ПВ,за,5424,8,822783
13706,цей,ОВ,цей,5424,8,822784
13707,клекiт,ЙВ,клекіт,5424,8,822785
13708,я,МИ,я,5424,8,822786
13709,перебреду,ГR,перебрести,5424,8,822787
13710,",",,,5424,8,822788
13711,закропившись,Гл,закропитися,5424,8,822789
13712,коханої,АЗ,коханий,5424,8,822790
13713,вроди,КР,врода,5424,8,822791
13714,у,ПП,у,5424,8,822792
13715,тих,ОЯ,той,5424,8,822793
13716,Таценках,иЯ,Таценки,5424,8,822794
13717,",",,,5424,8,822795
13718,в,ПП,в,5424,8,822796
13719,тому,ОП,той,5424,8,822797
13720,саду,ЙП,сад,5424,8,822798
13721,!,,,5424,8,822799
13722,Я,МИ,я,5424,9,822800
13723,не,Ь0,не,5424,9,822801
13724,був,ГЕ,бути,5424,9,822802
13725,та,СС,та,5424,9,822803
13726,нiколи-нiколи,Н0,ніколи-ніколи,5424,9,822804
13727,",",,,5424,9,822805
13728,просто,Н0,просто,5424,9,822806
13729,пив,ГЕ,пити,5424,9,822807
13730,якось,Н0,якось,5424,9,822808
13731,воду,КВ,вода,5424,9,822809
13732,-,,-,5424,9,822810
13733,i,СС,і,5424,9,822811
13734,все,Ь0,все,5424,9,822812
13735,!,,,5424,9,822813
13736,Чимчикують,ГЮ,чимчикувати,5424,10,822814
13737,там,Н0,там,5424,10,822815
13738,дiти,ИА,діти,5424,10,822816
13739,до,ПР,до,5424,10,822817
13740,школи,КР,школа,5424,10,822818
13741,",",,,5424,10,822819
13742,смиче,ГЯ,смикати,5424,10,822820
13743,хмарку,КВ,хмарка,5424,10,822821
13744,лелека,ЙИ,лелека,5424,10,822822
13745,за,ПВ,за,5424,10,822823
13746,поли,КУ,піл,5424,10,822824
13747,й,СС,й,5424,10,822825
13748,дiтям,ИО,діти,5424,10,822826
13749,щастя,ЛВ,щастя,5424,10,822827
13750,вишневе,АХ,вишневий,5424,10,822828
13751,несе,ГЯ,нести,5424,10,822829
13752,.,,,5424,10,822830
13753,Хай,Ь0,хай,5424,11,822831
13754,святиться,ГА,святитися,5424,11,822832
13755,iм'я,ЛИ,ім'я,5424,11,822833
13756,це,ОС,це,5424,11,822834
13757,-,,-,5424,11,822835
13758,Таценки,иА,Таценки,5424,11,822836
13759,",",,,5424,11,822837
13760,найпростiше,АС,найпростіше,5424,11,822838
13761,з,ПР,з,5424,11,822839
13762,усiх,ОЕ,увесь,5424,11,822840
13763,iмен,ЛЕ,ім'я,5424,11,822841
13764,",",,,5424,11,822842
13765,хай,Ь0,хай,5424,11,822843
13766,принишкнуть,ГЮ,принишкнути,5424,11,822844
13767,слова-замацанки,ЛА,слово-замацанка,5424,11,822845
13768,",",,,5424,11,822846
13769,клекiт,ЙИ,клекіт,5424,11,822847
13770,лелеки,ЙР,лелека,5424,11,822848
13771,-,,-,5424,11,822849
13772,благословен,Ам,благословенний,5424,11,822850
13773,!,,,5424,11,822851
13774,.,,,5424,11,822852
13775,.,,,5424,11,822853
13776,Лист,ЙИ,лист,5425,1,822854
13777,до,ПР,до,5425,1,822855
13778,калини,КР,калина,5425,1,822856
13779,",",,,5425,1,822857
13780,залишеної,АЗ,залишений,5425,1,822858
13781,на,ПП,на,5425,1,822859
13782,рідному,АП,рідний,5425,1,822860
13783,лузі,ЙП,луг,5425,1,822861
13784,в,ПП,в,5425,1,822862
13785,Теліженцях,иЯ,Теліженці,5425,1,822863
13786,Все,Ь0,все,5425,1,822864
13787,бiльше,Н0,більше,5425,1,822865
13788,нiкому,МД,ніхто,5425,1,822866
13789,писать,ГФ,писати,5425,1,822867
13790,менi,МД,я,5425,1,822868
13791,листи,ЙА,лист,5425,1,822869
13792,.,,,5425,1,822870
13793,Залишилась,ГИ,залишитися,5425,2,822871
13794,",",,,5425,2,822872
13795,калино,КК,калина,5425,2,822873
13796,",",,,5425,2,822874
13797,тiльки,Н0,тільки,5425,2,822875
13798,ти,МИ,ти,5425,2,822876
13799,.,,,5425,2,822877
13800,Вже,Н0,вже,5425,3,822878
13801,ось,Ь0,ось,5425,3,822879
13802,i,Ь0,і,5425,3,822880
13803,тiтка,КИ,тітка,5425,3,822881
13804,",",,,5425,3,822882
13805,як,СП,як,5425,3,822883
13806,остання,АЖ,останній,5425,3,822884
13807,гiлка,КИ,гілка,5425,3,822885
13808,",",,,5425,3,822886
13809,геть,Ь0,геть,5425,3,822887
13810,одчахнулась,ГИ,одчахнутися,5425,3,822888
13811,з,ПР,з,5425,3,822889
13812,нашого,ОР,наш,5425,3,822890
13813,причiлка,ЙР,причілок,5425,3,822891
13814,і,СС,і,5425,3,822892
13815,листя,ЛВ,листя,5425,3,822893
13816,скинула,ГЙ,скинути,5425,3,822894
13817,на,ПВ,на,5425,3,822895
13818,молоду,АЛ,молодий,5425,3,822896
13819,траву,КВ,трава,5425,3,822897
13820,.,,,5425,3,822898
13821,Калино,КК,калина,5425,4,822899
13822,",",,,5425,4,822900
13823,ти,МИ,ти,5425,4,822901
13824,живи,Г5,жити,5425,4,822902
13825,!,,,5425,4,822903
13826,Ввi,ПП,вві,5425,5,822904
13827,снi,ЙП,сон,5425,5,822905
13828,i,СС,і,5425,5,822906
13829,наяву,Н0,наяву,5425,5,822907
13830,приходжу,ГR,приходити,5425,5,822908
13831,я,МИ,я,5425,5,822909
13832,до,ПР,до,5425,5,822910
13833,тебе,МР,ти,5425,5,822911
13834,",",,,5425,5,822912
13835,прилiтаю,ГR,прилітати,5425,5,822913
13836,З-за,ПР,з-за,5425,5,822914
13837,Єнiсею,йР,Єнісей,5425,5,822915
13838,",",,,5425,5,822916
13839,Вiсли,кР,Вісла,5425,5,822917
13840,",",,,5425,5,822918
13841,з-за,ПР,з-за,5425,5,822919
13842,Дунаю,йР,Дунай,5425,5,822920
13843,",",,,5425,5,822921
13844,і,СС,і,5425,5,822922
13845,рiдною,АМ,рідний,5425,5,822923
13846,матусею,КТ,матуся,5425,5,822924
13847,зову,ГR,звати,5425,5,822925
13848,",",,,5425,5,822926
13849,і,СС,і,5425,5,822927
13850,падаю,ГR,падати,5425,5,822928
13851,в,ПВ,в,5425,5,822929
13852,пахучу,АЛ,пахучий,5425,5,822930
13853,мураву,КВ,мурава,5425,5,822931
13854,",",,,5425,5,822932
13855,і,СС,і,5425,5,822933
13856,до,ПР,до,5425,5,822934
13857,колiн,ЛЕ,коліно,5425,5,822935
13858,солоних,АЕ,солоний,5425,5,822936
13859,припадаю,ГR,припадати,5425,5,822937
13860,",",,,5425,5,822938
13861,і,СС,і,5425,5,822939
13862,в,ПП,в,5425,5,822940
13863,щастi,ЛП,щастя,5425,5,822941
13864,непоганьбленiм,АШ,непоганьблений,5425,5,822942
13865,ридаю,ГR,ридати,5425,5,822943
13866,",",,,5425,5,822944
13867,бо,СП,бо,5425,5,822945
13868,корiнь,ЙИ,корінь,5425,5,822946
13869,мiй,ОИ,мій,5425,5,822947
13870,дитинний,АИ,дитинний,5425,5,822948
13871,-,,-,5425,5,822949
13872,тiльки,Н0,тільки,5425,5,822950
13873,ти,МИ,ти,5425,5,822951
13874,.,,,5425,5,822952
13875,Все,Ь0,все,5425,6,822953
13876,бiльше,Н0,більше,5425,6,822954
13877,нiкому,МД,ніхто,5425,6,822955
13878,писать,ГФ,писати,5425,6,822956
13879,менi,МД,я,5425,6,822957
13880,листи,ЙА,лист,5425,6,822958
13881,.,,,5425,6,822959
13882,Листом,ЙТ,лист,5425,7,822960
13883,вiдповiдай,Г5,відповісти,5425,7,822961
13884,.,,,5425,7,822962
13885,Листком,ЙТ,листок,5425,8,822963
13886,багряноцвiтим,АТ,багряноцвітий,5425,8,822964
13887,.,,,5425,8,822965
13888,I,СС,і,5425,9,822966
13889,пелюстковим,АТ,пелюстковий,5425,9,822967
13890,шагом,ЙТ,шаг,5425,9,822968
13891,бiловiтим,АТ,біловітий,5425,9,822969
13892,",",,,5425,9,822970
13893,і,СС,і,5425,9,822971
13894,кетягом,ЙТ,кетяг,5425,9,822972
13895,вогненного,АЧ,вогненний,5425,9,822973
13896,литва,ЛР,литво,5425,9,822974
13897,",",,,5425,9,822975
13898,що,СП,що,5425,9,822976
13899,клекотом,ЙТ,клекіт,5425,9,822977
13900,незрадним,АТ,незрадний,5425,9,822978
13901,ти,МИ,ти,5425,9,822979
13902,жива,АЖ,живий,5425,9,822980
13903,.,,,5425,9,822981
13904,На,ПВ,на,5425,10,822982
13905,всi,ОУ,весь,5425,10,822983
13906,вiтри,ЙУ,вітер,5425,10,822984
13907,менi,МД,я,5425,10,822985
13908,вiдповiдай,Г5,відповідати,5425,10,822986
13909,на,ПВ,на,5425,10,822987
13910,Єнiсей,йВ,Єнісей,5425,10,822988
13911,",",,,5425,10,822989
13912,на,ПВ,на,5425,10,822990
13913,Вiслу,кВ,Вісла,5425,10,822991
13914,",",,,5425,10,822992
13915,на,ПВ,на,5425,10,822993
13916,Дунай,йВ,Дунай,5425,10,822994
13917,за,ПВ,за,5425,10,822995
13918,бабу,КВ,баба,5425,10,822996
13919,Танасину,кВ,Танасина,5425,10,822997
13920,й,СС,й,5425,10,822998
13921,за,ПВ,за,5425,10,822999
13922,Килину,кВ,Килина,5425,10,823000
13923,вiдповiдай,Г5,відповідати,5425,10,823001
13924,",",,,5425,10,823002
13925,вiдповiдай,Г5,відповідати,5425,10,823003
13926,",",,,5425,10,823004
13927,калино,КК,калина,5425,10,823005
13928,",",,,5425,10,823006
13929,вони,МА,вони,5425,10,823007
13930,",",,,5425,10,823008
13931,твоїм,ОЦ,твій,5425,10,823009
13932,корiнням,ЛТ,коріння,5425,10,823010
13933,розiгрiтi,АА,розігрітий,5425,10,823011
13934,",",,,5425,10,823012
13935,сидять,ГЮ,сидіти,5425,10,823013
13936,на,ПП,на,5425,10,823014
13937,призьбi,КП,призьба,5425,10,823015
13938,вже,Н0,вже,5425,10,823016
13939,на,ПП,на,5425,10,823017
13940,тому,ОП,той,5425,10,823018
13941,свiтi,ЙП,світ,5425,10,823019
13942,.,,,5425,10,823020
13943,Десь,Н0,десь,5425,11,823021
13944,бiля,ПР,біля,5425,11,823022
13945,них,МЕ,вони,5425,11,823023
13946,там,Н0,там,5425,11,823024
13947,курять,ГЮ,курити,5425,11,823025
13948,самосад,ЙВ,самосад,5425,11,823026
13949,мої,ОА,мій,5425,11,823027
13950,дядьки,ЙА,дядько,5425,11,823028
13951,",",,,5425,11,823029
13952,що,МС,що,5425,11,823030
13953,не,Ь0,не,5425,11,823031
13954,прийдуть,Г3,прийти,5425,11,823032
13955,назад,Н0,назад,5425,11,823033
13956,",",,,5425,11,823034
13957,що,МС,що,5425,11,823035
13958,їх,МУ,вони,5425,11,823036
13959,взяли,ГН,взяти,5425,11,823037
13960,негоди,КА,негода,5425,11,823038
13961,i,СС,і,5425,11,823039
13962,бої,ЙА,бій,5425,11,823040
13963,у,ПП,у,5425,11,823041
13964,лютiй,АН,лютий,5425,11,823042
13965,",",,,5425,11,823043
13966,у,ПП,у,5425,11,823044
13967,жорстокiй,АН,жорстокий,5425,11,823045
13968,крутiї,КП,крутія,5425,11,823046
13969,.,,,5425,11,823047
13970,Пиши,Г5,писати,5425,12,823048
13971,за,ПВ,за,5425,12,823049
13972,них,МУ,вони,5425,12,823050
13973,.,,,5425,12,823051
13974,Вiдповiдай,Г5,відповідати,5425,13,823052
13975,суцвiттям,ЛТ,суцвіття,5425,13,823053
13976,",",,,5425,13,823054
13977,яке,МХ,яке,5425,13,823055
13978,даєш,ГW,давати,5425,13,823056
13979,весною,Н0,весною,5425,13,823057
13980,їхнiм,ОО,їхній,5425,13,823058
13981,дiтям,ИО,діти,5425,13,823059
13982,",",,,5425,13,823060
13983,щоб,СП,щоб,5425,13,823061
13984,їхнi,ОА,їхній,5425,13,823062
13985,внуки,ЙА,внук,5425,13,823063
13986,вже,Н0,вже,5425,13,823064
13987,в,ПП,в,5425,13,823065
13988,колiнi,ЛП,коліно,5425,13,823066
13989,третiм,АШ,третій,5425,13,823067
13990,вiтали,ГН,вітати,5425,13,823068
13991,їх,ЪL,вони,5425,13,823069
13992,суцвiттям,ЛТ,суцвіття,5425,13,823070
13993,на,ПП,на,5425,13,823071
13994,портретi,ЙП,портрет,5425,13,823072
13995,.,,,5425,13,823073
13996,Калино,КК,калина,5425,14,823074
13997,",",,,5425,14,823075
13998,напиши,Г5,написати,5425,14,823076
13999,менi,МД,я,5425,14,823077
14000,про,ПВ,про,5425,14,823078
14001,все,МХ,все,5425,14,823079
14002,",",,,5425,14,823080
14003,як,СП,як,5425,14,823081
14004,твої,ОУ,твій,5425,14,823082
14005,роси,КУ,роса,5425,14,823083
14006,Рось,кИ,Рось,5425,14,823084
14007,менi,МД,я,5425,14,823085
14008,несе,ГЯ,нести,5425,14,823086
14009,і,СС,і,5425,14,823087
14010,як,СП,як,5425,14,823088
14011,твоє,ОС,твій,5425,14,823089
14012,корiння,ЛИ,коріння,5425,14,823090
14013,калинове,АС,калиновий,5425,14,823091
14014,наповнює,ГЯ,наповнювати,5425,14,823092
14015,моє,ОХ,мій,5425,14,823093
14016,пагiлля,ЛВ,пагілля,5425,14,823094
14017,нове,АХ,новий,5425,14,823095
14018,твою,ОЛ,твій,5425,14,823096
14019,росу,КВ,роса,5425,14,823097
14020,несе,ГЯ,нести,5425,14,823098
14021,менi,МД,я,5425,14,823099
14022,Днiпро,йИ,Дніпро,5425,14,823100
14023,",",,,5425,14,823101
14024,у,ПВ,у,5425,14,823102
14025,кров,КВ,кров,5425,14,823103
14026,твою,ОЛ,твій,5425,14,823104
14027,вмочаю,ГR,вмочати,5425,14,823105
14028,я,МИ,я,5425,14,823106
14029,перо,ЛВ,перо,5425,14,823107
14030,",",,,5425,14,823108
14031,пишу,ГR,писати,5425,14,823109
14032,твоєю,ОМ,твій,5425,14,823110
14033,i,СС,і,5425,14,823111
14034,своєю,ОМ,свій,5425,14,823112
14035,кров'ю,КТ,кров,5425,14,823113
14036,",",,,5425,14,823114
14037,тож,СП,тож,5425,14,823115
14038,будь,Г5,бути,5425,14,823116
14039,менi,МД,я,5425,14,823117
14040,",",,,5425,14,823118
14041,калино,КК,калина,5425,14,823119
14042,",",,,5425,14,823120
14043,при,ПП,при,5425,14,823121
14044,здоров'ю,ЛП,здоров'я,5425,14,823122
14045,калинолистом,ЙТ,калинолист,5425,14,823123
14046,ти,МИ,ти,5425,14,823124
14047,вiдповiдай,Г5,відповідати,5425,14,823125
14048,на,ПВ,на,5425,14,823126
14049,Прип'ять,кВ,Прип'ять,5425,14,823127
14050,",",,,5425,14,823128
14051,на,ПВ,на,5425,14,823129
14052,Севан,йВ,Севан,5425,14,823130
14053,i,СС,і,5425,14,823131
14054,на,ПВ,на,5425,14,823132
14055,Алтай,йВ,Алтай,5425,14,823133
14056,",",,,5425,14,823134
14057,куди,Н0,куди,5425,14,823135
14058,мiй,ОИ,мій,5425,14,823136
14059,кiнь,ЙИ,кінь,5425,14,823137
14060,крилатий,АИ,крилатий,5425,14,823138
14061,поспiша,ГЯ,поспішати,5425,14,823139
14062,.,,,5425,14,823140
14063,Ти,МИ,ти,5425,15,823141
14064,-,,-,5425,15,823142
14065,совiсте,КК,совість,5425,15,823143
14066,моя,ОЖ,мій,5425,15,823144
14067,",",,,5425,15,823145
14068,моя,ОЖ,мій,5425,15,823146
14069,душа,КИ,душа,5425,15,823147
14070,.,,,5425,15,823148
14071,Пиши,Г5,писати,5425,16,823149
14072,менi,МД,я,5425,16,823150
14073,",",,,5425,16,823151
14074,калино,КК,калина,5425,16,823152
14075,",",,,5425,16,823153
14076,будь,Г5,бути,5425,16,823154
14077,здорова,АЖ,здоровий,5425,16,823155
14078,",",,,5425,16,823156
14079,нiколи,Н0,ніколи,5425,16,823157
14080,не,Ь0,не,5425,16,823158
14081,продам,ГR,продати,5425,16,823159
14082,тебе,МВ,ти,5425,16,823160
14083,на,ПВ,на,5425,16,823161
14084,дрова,ИУ,дрова,5425,16,823162
14085,",",,,5425,16,823163
14086,за,ПВ,за,5425,16,823164
14087,цiлий,АВ,цілий,5425,16,823165
14088,свiт,ЙВ,світ,5425,16,823166
14089,",",,,5425,16,823167
14090,за,ПВ,за,5425,16,823168
14091,всесвiт,ЙВ,всесвіт,5425,16,823169
14092,не,Ь0,не,5425,16,823170
14093,продам,ГR,продати,5425,16,823171
14094,.,,,5425,16,823172
14095,Тож,СП,тож,5425,17,823173
14096,клекоти,Г5,клекотіти,5425,17,823174
14097,назустрiч,Н0,назустріч,5425,17,823175
14098,всiм,ОО,ввесь,5425,17,823176
14099,вiтрам,ЙО,вітер,5425,17,823177
14100,тож,СП,тож,5425,17,823178
14101,крила,ЛУ,крило,5425,17,823179
14102,пiдiймай,Г5,підіймати,5425,17,823180
14103,своє,ОУ,свій,5425,17,823181
14104,тугiї,АУ,тугий,5425,17,823182
14105,безсмертним,АТ,безсмертний,5425,17,823183
14106,цвiтом,ЙТ,цвіт,5425,17,823184
14107,правди,КР,правда,5425,17,823185
14108,i,Ь0,і,5425,17,823186
14109,надiї,КР,надія,5425,17,823187
14110,!,,,5425,17,823188
14111,Дід,ЙИ,дід,5426,1,823189
14112,Любимененепокинь,йИ,Любимененепокинь,5426,1,823190
14113,.,,,5426,1,823191
14114,Зачучверiлий,АИ,зачучверілий,5426,2,823192
14115,.,,,5426,2,823193
14116,Заплiснявiлий,АИ,запліснявілий,5426,2,823194
14117,.,,,5426,2,823195
14118,На,ПП,на,5426,2,823196
14119,хазяйствi,ЛП,хазяйство,5426,2,823197
14120,одна,ЧЖ,один,5426,2,823198
14121,коза,КИ,коза,5426,2,823199
14122,",",,,5426,2,823200
14123,і,СС,і,5426,2,823201
14124,та,СС,та,5426,2,823202
14125,на,ПВ,на,5426,2,823203
14126,нього,МВ,він,5426,2,823204
14127,покрикує,ГЯ,покрикувати,5426,2,823205
14128,",",,,5426,2,823206
14129,а,СС,а,5426,2,823207
14130,худюща,АЖ,худющий,5426,2,823208
14131,-,,-,5426,2,823209
14132,сама,ОЖ,самий,5426,2,823210
14133,сльоза,КИ,сльоза,5426,2,823211
14134,.,,,5426,2,823212
14135,Тримає,ГЯ,тримати,5426,3,823213
14136,на,ПП,на,5426,3,823214
14137,збитому,АП,збитий,5426,3,823215
14138,прикорнi,ЙП,прикорень,5426,3,823216
14139,дiдову,АЛ,дідів,5426,3,823217
14140,горду,АЛ,гордий,5426,3,823218
14141,планиду,КВ,планида,5426,3,823219
14142,",",,,5426,3,823220
14143,тримає,ГЯ,тримати,5426,3,823221
14144,планету,КВ,планета,5426,3,823222
14145,на,ПП,на,5426,3,823223
14146,прикорнi,ЙП,прикорень,5426,3,823224
14147,",",,,5426,3,823225
14148,тiльки,Н0,тільки,5426,3,823226
14149,не,Ь0,не,5426,3,823227
14150,подає,ГЯ,подавати,5426,3,823228
14151,виду,ЙР,вид,5426,3,823229
14152,.,,,5426,3,823230
14153,Чого,Н0,чого,5426,4,823231
14154,вiн,МИ,він,5426,4,823232
14155,по,ПП,по,5426,4,823233
14156,ночах,КЯ,ніч,5426,4,823234
14157,нипає,ГЯ,нипати,5426,4,823235
14158,",",,,5426,4,823236
14159,тиняється,ГА,тинятися,5426,4,823237
14160,все,Ь0,все,5426,4,823238
14161,по,ПП,по,5426,4,823239
14162,узлiссi,ЛП,узлісся,5426,4,823240
14163,",",,,5426,4,823241
14164,горобець,ЙИ,горобець,5426,4,823242
14165,у,ПР,у,5426,4,823243
14166,нього,МР,він,5426,4,823244
14167,ночує,ГЯ,ночувати,5426,4,823245
14168,",",,,5426,4,823246
14169,за,ПТ,за,5426,4,823247
14170,всiм,МТ,все,5426,4,823248
14171,назирає,ГЯ,назирати,5426,4,823249
14172,у,ПП,у,5426,4,823250
14173,стрiсi,КП,стріха,5426,4,823251
14174,",",,,5426,4,823252
14175,собака,ЙИ,собака,5426,4,823253
14176,був,ГЕ,бути,5426,4,823254
14177,",",,,5426,4,823255
14178,розрахувався,ГЭ,розрахуватися,5426,4,823256
14179,",",,,5426,4,823257
14180,перейшов,ГЕ,перейти,5426,4,823258
14181,на,ПВ,на,5426,4,823259
14182,тверду,АЛ,твердий,5426,4,823260
14183,зарплату,КВ,зарплата,5426,4,823261
14184,.,,,5426,4,823262
14185,Горобець-молодець,ЙИ,горобець-молодець,5426,5,823263
14186,доглядає,ГЯ,доглядати,5426,5,823264
14187,і,СС,і,5426,5,823265
14188,козу,КВ,коза,5426,5,823266
14189,",",,,5426,5,823267
14190,i,СС,і,5426,5,823268
14191,дiда,ЙВ,дід,5426,5,823269
14192,",",,,5426,5,823270
14193,i,СС,і,5426,5,823271
14194,хату,КВ,хата,5426,5,823272
14195,.,,,5426,5,823273
14196,Дiд,ЙИ,дід,5426,6,823274
14197,дивнi,АУ,дивний,5426,6,823275
14198,трави,КУ,трава,5426,6,823276
14199,назбирує,ГЯ,назбирувати,5426,6,823277
14200,",",,,5426,6,823278
14201,де,Н0,де,5426,6,823279
14202,правду,КВ,правда,5426,6,823280
14203,кують,ГЮ,кувати,5426,6,823281
14204,зозулi,КА,зозуля,5426,6,823282
14205,",",,,5426,6,823283
14206,там,Н0,там,5426,6,823284
14207,вони,МА,вони,5426,6,823285
14208,родять,ГЮ,родити,5426,6,823286
14209,зозулинець,ЙВ,зозулинець,5426,6,823287
14210,",",,,5426,6,823288
14211,великий,АВ,великий,5426,6,823289
14212,такий,ОВ,такий,5426,6,823290
14213,",",,,5426,6,823291
14214,на,ПВ,на,5426,6,823292
14215,пiвдулi,КЩ,півдулі,5426,6,823293
14216,.,,,5426,6,823294
14217,Того,МР,те,5426,7,823295
14218,й,СС,й,5426,7,823296
14219,наука,КИ,наука,5426,7,823297
14220,не,Ь0,не,5426,7,823298
14221,вiдає,ГЯ,відати,5426,7,823299
14222,",",,,5426,7,823300
14223,як,Н0,як,5426,7,823301
14224,зозулi,КА,зозуля,5426,7,823302
14225,зозулинець,ЙВ,зозулинка,5426,7,823303
14226,родять,ГЮ,родити,5426,7,823304
14227,",",,,5426,7,823305
14228,по,ПВ,по,5426,7,823306
14229,те,МХ,те,5426,7,823307
14230,по,ПВ,по,5426,7,823308
14231,зозулине,АХ,зозулин,5426,7,823309
14232,зiллячко,ЛВ,зіллячко,5426,7,823310
14233,вночi,Н0,вночі,5426,7,823311
14234,молодицi,КА,молодиця,5426,7,823312
14235,приходять,ГЮ,приходити,5426,7,823313
14236,.,,,5426,7,823314
14237,Щоб,СП,щоб,5426,8,823315
14238,не,Ь0,не,5426,8,823316
14239,назирила,ГЙ,назирити,5426,8,823317
14240,Текля,кИ,Текля,5426,8,823318
14241,",",,,5426,8,823319
14242,язиката,АЖ,язикатий,5426,8,823320
14243,така,ОЖ,такий,5426,8,823321
14244,просторiка,КИ,просторіка,5426,8,823322
14245,",",,,5426,8,823323
14246,беру,ГR,брати,5426,8,823324
14247,ж,Ь0,ж,5426,8,823325
14248,таки,Ь0,таки,5426,8,823326
14249,не,Ь0,не,5426,8,823327
14250,для,ПР,для,5426,8,823328
14251,кума,ЙР,кум,5426,8,823329
14252,",",,,5426,8,823330
14253,а,СС,а,5426,8,823331
14254,для,ПР,для,5426,8,823332
14255,свого,ОР,свій,5426,8,823333
14256,ж,Ь0,ж,5426,8,823334
14257,беру,ГR,брати,5426,8,823335
14258,чоловiка,ЙР,чоловік,5426,8,823336
14259,.,,,5426,8,823337
14260,Дiд,ЙИ,дід,5426,9,823338
14261,корiння,ЛВ,коріння,5426,9,823339
14262,трохи,Н0,трохи,5426,9,823340
14263,вдiлить,ГЯ,вділити,5426,9,823341
14264,",",,,5426,9,823342
14265,трохи-таки,Н0,трохи-таки,5426,9,823343
14266,прибреше,ГЯ,прибрехати,5426,9,823344
14267,",",,,5426,9,823345
14268,до,ПР,до,5426,9,823346
14269,нього,МР,він,5426,9,823347
14270,",",,,5426,9,823348
14271,дивись,Г5,дивитися,5426,9,823349
14272,",",,,5426,9,823350
14273,опiвночi,Н0,опівночі,5426,9,823351
14274,вже,Н0,вже,5426,9,823352
14275,з,ПВ,з,5426,9,823353
14276,пiврайону,ЙЩ,піврайону,5426,9,823354
14277,чеше,ГЯ,чесати,5426,9,823355
14278,.,,,5426,9,823356
14279,А,СС,а,5426,10,823357
14280,вчора,Н0,вчора,5426,10,823358
14281,бачила,ГЙ,бачити,5426,10,823359
14282,Ганьку,кВ,Ганька,5426,10,823360
14283,",",,,5426,10,823361
14284,оту,ОЛ,отой,5426,10,823362
14285,",",,,5426,10,823363
14286,що,МС,що,5426,10,823364
14287,вийшла,ГЙ,вийти,5426,10,823365
14288,за,ПВ,за,5426,10,823366
14289,прокурора,ЙВ,прокурор,5426,10,823367
14290,",",,,5426,10,823368
14291,їй-бо,Н0,їй-бо,5426,10,823369
14292,",",,,5426,10,823370
14293,несла,ГЙ,нести,5426,10,823371
14294,цiлу,АЛ,цілий,5426,10,823372
14295,баньку,КВ,банька,5426,10,823373
14296,",",,,5426,10,823374
14297,казала,ГЙ,казати,5426,10,823375
14298,менi,МД,я,5426,10,823376
14299,",",,,5426,10,823377
14300,що,СП,що,5426,10,823378
14301,хвора,КИ,хвора,5426,10,823379
14302,.,,,5426,10,823380
14303,Вона,МЖ,вона,5426,11,823381
14304,ще,Н0,ще,5426,11,823382
14305,своєю,ОМ,свій,5426,11,823383
14306,спiдницею,КТ,спідниця,5426,11,823384
14307,п'ятьох,ЧУ,п'ятеро,5426,11,823385
14308,пужарних,ЙУ,пужарний,5426,11,823386
14309,накриє,ГЯ,накрити,5426,11,823387
14310,",",,,5426,11,823388
14311,а,СС,а,5426,11,823389
14312,вiн,МИ,він,5426,11,823390
14313,уже,Н0,уже,5426,11,823391
14314,",",,,5426,11,823392
14315,кажуть,ГЮ,казати,5426,11,823393
14316,",",,,5426,11,823394
14317,пiдтоптаний,АИ,підтоптаний,5426,11,823395
14318,",",,,5426,11,823396
14319,"""",,,5426,11,823397
14320,Харковом,йТ,Харків,5426,11,823398
14321,"""",,,5426,11,823399
14322,голову,КВ,голова,5426,11,823400
14323,бриє,ГЯ,брити,5426,11,823401
14324,.,,,5426,11,823402
14325,А,СС,а,5426,12,823403
14326,дiд,ЙИ,дід,5426,12,823404
14327,щось,МХ,щось,5426,12,823405
14328,товче,ГЯ,товкти,5426,12,823406
14329,у,ПП,у,5426,12,823407
14330,ступцi,КП,ступка,5426,12,823408
14331,",",,,5426,12,823409
14332,розводить,ГЯ,розводити,5426,12,823410
14333,на,ПП,на,5426,12,823411
14334,перваковi,ЙП,первак,5426,12,823412
14335,",",,,5426,12,823413
14336,можна,Ґ0,можна,5426,12,823414
14337,й,СС,й,5426,12,823415
14338,на,ПП,на,5426,12,823416
14339,чистому,АП,чистий,5426,12,823417
14340,спиртi,ЙП,спирт,5426,12,823418
14341,",",,,5426,12,823419
